# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	27249	27905	+					ccmB		FHD68_RS02375	657		old_locus_tag=FHD68_02375
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	27249	27905	+	WP_127898150.1	WP_127898150.1		heme exporter protein CcmB	ccmB		FHD68_RS02375	657	218	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	27949	28674	+							FHD68_RS02380	726		old_locus_tag=FHD68_02380
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	27949	28674	+	WP_127898151.1	WP_127898151.1		heme ABC transporter permease			FHD68_RS02380	726	241	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	28671	28814	+					ccmD		FHD68_RS02385	144		old_locus_tag=FHD68_02385
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	28671	28814	+	WP_045981131.1	WP_045981131.1		heme exporter protein CcmD	ccmD		FHD68_RS02385	144	47	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	28828	29349	+							FHD68_RS02390	522		old_locus_tag=FHD68_02390
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	28828	29349	+	WP_127899322.1	WP_127899322.1		DsbE family thiol:disulfide interchange protein			FHD68_RS02390	522	173	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	29419	31224	+					ggt		FHD68_RS02395	1806		old_locus_tag=FHD68_02395
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	29419	31224	+	WP_127898152.1	WP_127898152.1		gamma-glutamyltransferase	ggt		FHD68_RS02395	1806	601	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	31380	34160	-					acnA		FHD68_RS02400	2781		old_locus_tag=FHD68_02400
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	31380	34160	-	WP_127898153.1	WP_127898153.1		aconitate hydratase AcnA	acnA		FHD68_RS02400	2781	926	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	34395	35372	+							FHD68_RS02405	978		old_locus_tag=FHD68_02405
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	34395	35372	+	WP_052714581.1	WP_052714581.1		DUF1223 domain-containing protein			FHD68_RS02405	978	325	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	35418	36317	+							FHD68_RS02410	900		old_locus_tag=FHD68_02410
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	35418	36317	+	WP_139085110.1	WP_139085110.1		multidrug transporter			FHD68_RS02410	900	299	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	36344	36949	+							FHD68_RS02415	606		old_locus_tag=FHD68_02415
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	36344	36949	+	WP_045981135.1	WP_045981135.1		septation protein IspZ			FHD68_RS02415	606	201	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	36946	38124	-							FHD68_RS02420	1179		old_locus_tag=FHD68_02420
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	36946	38124	-	WP_139085113.1	WP_139085113.1		alpha/beta hydrolase			FHD68_RS02420	1179	392	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	38363	40762	+							FHD68_RS02425	2400		old_locus_tag=FHD68_02425
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	38363	40762	+	WP_127898156.1	WP_127898156.1		ribonuclease E/G			FHD68_RS02425	2400	799	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	40877	41620	+							FHD68_RS02430	744		old_locus_tag=FHD68_02430
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	40877	41620	+	WP_045981138.1	WP_045981138.1		cytochrome C biogenesis protein CcdA			FHD68_RS02430	744	247	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	41818	42981	+					ftsW		FHD68_RS02435	1164		old_locus_tag=FHD68_02435
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	41818	42981	+	WP_045981139.1	WP_045981139.1		putative lipid II flippase FtsW	ftsW		FHD68_RS02435	1164	387	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	42981	44066	+							FHD68_RS02440	1086		old_locus_tag=FHD68_02440
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	42981	44066	+	WP_127898157.1	WP_127898157.1		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase			FHD68_RS02440	1086	361	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	44063	45484	+							FHD68_RS02445	1422		old_locus_tag=FHD68_02445
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	44063	45484	+	WP_127898158.1	WP_127898158.1		UDP-N-acetylmuramate--L-alanine ligase			FHD68_RS02445	1422	473	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	45547	45783	+							FHD68_RS02450	237		old_locus_tag=FHD68_02450
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	45547	45783	+	WP_127899323.1	WP_127899323.1		DUF2484 family protein			FHD68_RS02450	237	78	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	45780	46127	+							FHD68_RS02455	348		old_locus_tag=FHD68_02455
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	45780	46127	+	WP_045981142.1	WP_045981142.1		hypothetical protein			FHD68_RS02455	348	115	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	46173	47108	+					murB		FHD68_RS02460	936		old_locus_tag=FHD68_02460
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	46173	47108	+	WP_127898160.1	WP_127898160.1		UDP-N-acetylmuramate dehydrogenase	murB		FHD68_RS02460	936	311	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	47181	48191	+							FHD68_RS02465	1011		old_locus_tag=FHD68_02465
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	47181	48191	+	WP_127898161.1	WP_127898161.1		D-alanine--D-alanine ligase			FHD68_RS02465	1011	336	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	48284	49129	+							FHD68_RS02470	846		old_locus_tag=FHD68_02470
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	48284	49129	+	WP_084693707.1	WP_084693707.1		cell division protein FtsQ			FHD68_RS02470	846	281	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	49133	50467	+					ftsA		FHD68_RS02475	1335		old_locus_tag=FHD68_02475
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	49133	50467	+	WP_045981146.1	WP_045981146.1		cell division protein FtsA	ftsA		FHD68_RS02475	1335	444	
gene	pseudogene	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	50689	51705	+					ftsZ		FHD68_RS02480	1017		partial;pseudo;old_locus_tag=FHD68_02480
CDS	without_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000007.1	50689	51705	+				cell division protein FtsZ	ftsZ		FHD68_RS02480	1017		partial;pseudo
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	276	908	+							FHD68_RS12685	633		old_locus_tag=FHD68_12690
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	276	908	+	WP_081994782.1	WP_081994782.1		L,D-transpeptidase			FHD68_RS12685	633	210	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	1020	1565	-							FHD68_RS12690	546		old_locus_tag=FHD68_12695
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	1020	1565	-	WP_042247653.1	WP_042247653.1		transpeptidase			FHD68_RS12690	546	181	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	1592	2059	-							FHD68_RS12695	468		old_locus_tag=FHD68_12700
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	1592	2059	-	WP_139085934.1	WP_139085934.1		DUF411 domain-containing protein			FHD68_RS12695	468	155	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	2102	3343	-							FHD68_RS12700	1242		old_locus_tag=FHD68_12705
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	2102	3343	-	WP_084697164.1	WP_084697164.1		M23 family metallopeptidase			FHD68_RS12700	1242	413	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	3730	4167	-							FHD68_RS12705	438		old_locus_tag=FHD68_12710
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	3730	4167	-	WP_045980921.1	WP_045980921.1		helix-turn-helix domain-containing protein			FHD68_RS12705	438	145	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	4258	6513	+					cadA		FHD68_RS12710	2256		old_locus_tag=FHD68_12715
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	4258	6513	+	WP_139085936.1	WP_139085936.1		cadmium-translocating P-type ATPase	cadA		FHD68_RS12710	2256	751	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	6518	7141	+							FHD68_RS12715	624		old_locus_tag=FHD68_12720
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	6518	7141	+	WP_052714538.1	WP_052714538.1		isoprenylcysteine carboxylmethyltransferase family protein			FHD68_RS12715	624	207	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	7138	7623	+					lspA		FHD68_RS12720	486		old_locus_tag=FHD68_12725
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	7138	7623	+	WP_045980906.1	WP_045980906.1		signal peptidase II	lspA		FHD68_RS12720	486	161	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	7634	8047	+							FHD68_RS12725	414		old_locus_tag=FHD68_12730
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	7634	8047	+	WP_045980918.1	WP_045980918.1		disulfide bond formation protein B			FHD68_RS12725	414	137	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	8044	8703	+							FHD68_RS12730	660		old_locus_tag=FHD68_12735
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	8044	8703	+	WP_045980905.1	WP_045980905.1		DSBA oxidoreductase			FHD68_RS12730	660	219	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	8713	9165	-					mntR		FHD68_RS12735	453		old_locus_tag=FHD68_12740
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	8713	9165	-	WP_042252241.1	WP_042252241.1		manganese-binding transcriptional regulator MntR	mntR		FHD68_RS12735	453	150	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	9243	10577	+							FHD68_RS12740	1335		old_locus_tag=FHD68_12745
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	9243	10577	+	WP_045980903.1	WP_045980903.1		divalent metal cation transporter			FHD68_RS12740	1335	444	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	10675	11268	+							FHD68_RS12745	594		old_locus_tag=FHD68_12750
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	10675	11268	+	WP_045980902.1	WP_045980902.1		SCO family protein			FHD68_RS12745	594	197	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	11273	11746	+							FHD68_RS12750	474		old_locus_tag=FHD68_12755
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	11273	11746	+	WP_045980901.1	WP_045980901.1		copper chaperone PCu(A)C			FHD68_RS12750	474	157	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	11743	12345	+							FHD68_RS12755	603		old_locus_tag=FHD68_12760
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	11743	12345	+	WP_045980900.1	WP_045980900.1		SCO family protein			FHD68_RS12755	603	200	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	13374	13877	+							FHD68_RS12760	504		old_locus_tag=FHD68_12765
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	13374	13877	+	WP_139085938.1	WP_139085938.1		GAF domain-containing protein			FHD68_RS12760	504	167	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	14505	15572	-							FHD68_RS12765	1068		old_locus_tag=FHD68_12770
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000081.1	14505	15572	-	WP_045980899.1	WP_045980899.1		hypothetical protein			FHD68_RS12765	1068	355	
gene	pseudogene	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	1	304	-							FHD68_RS12770	304		partial;pseudo;old_locus_tag=FHD68_12775
CDS	without_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	1	304	-				phosphate ABC transporter permease subunit PstC			FHD68_RS12770	304		partial;pseudo
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	374	1399	-							FHD68_RS12775	1026		old_locus_tag=FHD68_12780
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	374	1399	-	WP_127899551.1	WP_127899551.1		phosphonate ABC transporter substrate-binding protein			FHD68_RS12775	1026	341	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	1511	2206	-							FHD68_RS12780	696		old_locus_tag=FHD68_12785
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	1511	2206	-	WP_127899552.1	WP_127899552.1		hypothetical protein			FHD68_RS12780	696	231	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	2648	3952	+							FHD68_RS12785	1305		old_locus_tag=FHD68_12790
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	2648	3952	+	WP_127899432.1	WP_127899432.1		chromosome partitioning protein ParA			FHD68_RS12785	1305	434	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	3949	5052	+							FHD68_RS12790	1104		old_locus_tag=FHD68_12795
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	3949	5052	+	WP_127899433.1	WP_127899433.1		replication protein			FHD68_RS12790	1104	367	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	5242	6174	+							FHD68_RS12795	933		old_locus_tag=FHD68_12800
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	5242	6174	+	WP_127899434.1	WP_127899434.1		DMT family transporter			FHD68_RS12795	933	310	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	6147	6824	-							FHD68_RS12800	678		old_locus_tag=FHD68_12805
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	6147	6824	-	WP_045999854.1	WP_045999854.1		GntR family transcriptional regulator			FHD68_RS12800	678	225	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	6939	8237	+							FHD68_RS12805	1299		old_locus_tag=FHD68_12810
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	6939	8237	+	WP_127899435.1	WP_127899435.1		MCD, Malonyl-CoA decarboxylase MCD			FHD68_RS12805	1299	432	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	8255	9775	+							FHD68_RS12810	1521		old_locus_tag=FHD68_12815
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	8255	9775	+	WP_139085940.1	WP_139085940.1		AMP-binding protein			FHD68_RS12810	1521	506	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	9846	10226	+					madL		FHD68_RS12815	381		old_locus_tag=FHD68_12820
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	9846	10226	+	WP_139085942.1	WP_139085942.1		malonate transporter subunit MadL	madL		FHD68_RS12815	381	126	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	10231	10995	+					madM		FHD68_RS12820	765		old_locus_tag=FHD68_12825
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	10231	10995	+	WP_045999851.1	WP_045999851.1		malonate transporter subunit MadM	madM		FHD68_RS12820	765	254	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	11008	11706	-							FHD68_RS12825	699		old_locus_tag=FHD68_12830
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	11008	11706	-	WP_127899437.1	WP_127899437.1		GntR family transcriptional regulator			FHD68_RS12825	699	232	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	11912	13138	+							FHD68_RS12830	1227		old_locus_tag=FHD68_12835
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	11912	13138	+	WP_045999849.1	WP_045999849.1		divalent metal cation transporter			FHD68_RS12830	1227	408	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	13148	13915	+							FHD68_RS12835	768		old_locus_tag=FHD68_12840
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	13148	13915	+	WP_127899438.1	WP_127899438.1		LamB/YcsF family protein			FHD68_RS12835	768	255	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	13912	14682	+							FHD68_RS12840	771		old_locus_tag=FHD68_12845
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	13912	14682	+	WP_127899439.1	WP_127899439.1		putative hydro-lyase			FHD68_RS12840	771	256	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	14679	15527	+							FHD68_RS12845	849		partial;old_locus_tag=FHD68_12850
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000082.1	14679	15527	+	WP_139085944.1	WP_139085944.1		carboxyltransferase domain-containing protein			FHD68_RS12845	849	283	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000083.1	223	999	+							FHD68_RS12850	777		old_locus_tag=FHD68_12855
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000083.1	223	999	+	WP_127898999.1	WP_127898999.1		alpha/beta fold hydrolase			FHD68_RS12850	777	258	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000083.1	996	1295	-							FHD68_RS12855	300		old_locus_tag=FHD68_12860
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000083.1	996	1295	-	WP_127899000.1	WP_127899000.1		hypothetical protein			FHD68_RS12855	300	99	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000083.1	1339	1701	-							FHD68_RS12860	363		old_locus_tag=FHD68_12865
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000083.1	1339	1701	-	WP_045982928.1	WP_045982928.1		cell division protein ZapA			FHD68_RS12860	363	120	
gene	pseudogene	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000083.1	1808	2173	-							FHD68_RS12865	366		partial;pseudo;old_locus_tag=FHD68_12870
CDS	without_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000083.1	1808	2173	-				hypothetical protein			FHD68_RS12865	366		partial;pseudo
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000083.1	2278	4047	-							FHD68_RS12870	1770		old_locus_tag=FHD68_12875
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000083.1	2278	4047	-	WP_139085946.1	WP_139085946.1		BCCT family transporter			FHD68_RS12870	1770	589	
